Architecture,Evaluated_Model,Method,Num_Samples,Clf_Accuracy (%),Acc_95CI,Balanced_Acc (%),F1_Macro (%),F1_95CI,MCC,MAE_W (mm),MAE_L (mm),MAE_D (mm),NMAE_W (%),NMAE_L (%),NMAE_D (%),Overall_NMAE (%),Overall_MAE (mm),Overall_RMSE (mm),R2_W,R2_D
MLP_Multitask,mlp_train_07pct_PINN_base_a1_W0_E300_seed_42_run_20260829_061905,Domain_Transfer_MMD,20,10.0,"[0.0, 25.0]",20.0,3.64,"[0.0, 8.3]",0.0,0.0949,14.4536,2.0724,23.7,144.5,103.6,90.6,5.5403,5.8581,-0.397,-7.68
MLP_Multitask,mlp_train_07pct_PINN_base_a1_W0_E300_seed_42_run_20260829_061905,Physics_TTA,20,10.0,"[0.0, 25.0]",20.0,3.64,"[0.0, 8.3]",0.0,0.0957,16.2475,1.9307,23.9,162.5,96.5,94.3,6.0913,6.4146,-0.339,-6.61
MLP_Multitask,mlp_train_10pct_PINN_base_a1_W0_E300_seed_42_run_20260829_070441,Real_Only_Scratch,20,45.0,"[25.0, 70.0]",35.0,33.45,"[17.9, 49.7]",0.301,0.244,2.3495,1.0652,61.0,23.5,53.3,45.9,1.2196,1.4136,-5.973,-1.525
MLP_Multitask,mlp_train_10pct_PINN_base_a1_W0_E300_seed_42_run_20260829_070441,Source_Only_ZeroShot,20,20.0,"[5.0, 40.0]",26.67,12.44,"[2.1, 22.9]",0.122,0.3931,6.7071,2.3107,98.3,67.1,115.5,93.6,3.1369,3.332,-17.775,-8.617
MLP_Multitask,mlp_train_10pct_PINN_base_a1_W0_E300_seed_42_run_20260829_070441,FewShot_PEFT,20,20.0,"[5.0, 40.0]",26.67,12.44,"[2.1, 22.9]",0.122,0.3322,5.7495,2.0935,83.1,57.5,104.7,81.7,2.7251,2.8939,-13.216,-7.034
MLP_Multitask,mlp_train_10pct_PINN_base_a1_W0_E300_seed_42_run_20260829_070441,Domain_Transfer_MMD,20,20.0,"[5.0, 40.0]",26.67,12.44,"[2.1, 22.9]",0.122,0.3671,4.25,1.829,91.8,42.5,91.5,75.2,2.1487,2.3563,-16.299,-5.526
MLP_Multitask,mlp_train_10pct_PINN_base_a1_W0_E300_seed_42_run_20260829_070441,Physics_TTA,20,20.0,"[5.0, 40.0]",26.67,12.44,"[2.1, 22.9]",0.122,0.3885,6.4355,2.2713,97.1,64.4,113.6,91.7,3.0318,3.2277,-17.5,-8.321
MLP_Xiong,xiong_train_01pct_PINN_base_a1_W0_E300_seed_42_run_20260828_161011,Real_Only_Scratch,20,40.0,"[20.0, 65.0]",30.0,29.33,"[13.9, 45.0]",0.227,0.2259,2.6198,1.224,56.5,26.2,61.2,48.0,1.3566,1.4872,-4.905,-2.318
MLP_Xiong,xiong_train_01pct_PINN_base_a1_W0_E300_seed_42_run_20260828_161011,Source_Only_ZeroShot,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,215.7244,4339.5923,512.0268,53931.1,43395.9,25601.3,40976.1,1689.1144,1700.7358,-5068423.552,-417897.815
MLP_Xiong,xiong_train_01pct_PINN_base_a1_W0_E300_seed_42_run_20260828_161011,FewShot_PEFT,20,30.0,"[10.0, 50.0]",20.0,9.23,"[3.6, 16.7]",0.0,215.4944,4336.2446,511.5257,53873.6,43362.4,25576.3,40937.4,1687.7548,1699.3892,-5059746.126,-417099.764
MLP_Xiong,xiong_train_01pct_PINN_base_a1_W0_E300_seed_42_run_20260828_161011,Domain_Transfer_MMD,20,10.0,"[0.0, 25.0]",20.0,4.21,"[0.0, 8.7]",-0.022,214.8405,4335.712,511.7268,53710.1,43357.1,25586.3,40884.5,1687.4264,1699.0798,-5036138.988,-417378.822
MLP_Xiong,xiong_train_01pct_PINN_base_a1_W0_E300_seed_42_run_20260828_161011,Physics_TTA,20,10.0,"[0.0, 25.0]",20.0,4.21,"[0.0, 9.1]",-0.068,215.7748,4339.365,511.9765,53943.7,43393.7,25598.8,40978.7,1689.039,1700.654,-5069790.33,-417815.899
MLP_Xiong,xiong_train_03pct_PINN_base_a1_W0_E300_seed_42_run_20260829_214641,Real_Only_Scratch,20,50.0,"[30.0, 70.1]",40.0,37.33,"[21.1, 53.3]",0.379,0.1724,2.21,1.1178,43.1,22.1,55.9,40.4,1.1667,1.3296,-3.308,-1.586
MLP_Xiong,xiong_train_03pct_PINN_base_a1_W0_E300_seed_42_run_20260829_214641,Source_Only_ZeroShot,20,10.0,"[0.0, 25.0]",10.0,4.0,"[0.0, 10.0]",-0.197,90.5665,1239.5198,282.0118,22641.6,12395.2,14100.6,16379.1,537.366,539.0454,-708891.079,-128581.0
MLP_Xiong,xiong_train_03pct_PINN_base_a1_W0_E300_seed_42_run_20260829_214641,FewShot_PEFT,20,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",-0.39,90.3162,1236.1814,281.5106,22579.1,12361.8,14075.5,16338.8,536.0028,537.6835,-704981.012,-128136.683
MLP_Xiong,xiong_train_03pct_PINN_base_a1_W0_E300_seed_42_run_20260829_214641,Domain_Transfer_MMD,20,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",-0.421,90.2504,1240.8434,280.9006,22562.6,12408.4,14045.0,16338.7,537.3315,539.017,-703952.505,-127594.276
MLP_Xiong,xiong_train_03pct_PINN_base_a1_W0_E300_seed_42_run_20260829_214641,Physics_TTA,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,90.5895,1238.9592,282.0896,22647.4,12389.6,14104.5,16380.5,537.2128,538.8916,-709250.091,-128650.56
MLP_Xiong,xiong_train_05pct_PINN_alpha_a0_W0_E300_seed_42_run_20260828_161012,Real_Only_Scratch,20,40.0,"[20.0, 65.0]",30.0,29.33,"[13.9, 45.0]",0.227,0.1955,3.4523,1.2931,48.9,34.5,64.7,49.4,1.647,1.9746,-3.863,-2.472
MLP_Xiong,xiong_train_05pct_PINN_alpha_a0_W0_E300_seed_42_run_20260828_161012,Source_Only_ZeroShot,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,0.5449,239.6566,7.434,136.2,2396.6,371.7,968.2,82.5452,82.6014,-25.638,-86.235
MLP_Xiong,xiong_train_05pct_PINN_alpha_a0_W0_E300_seed_42_run_20260828_161012,FewShot_PEFT,20,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",-0.531,0.5212,236.3065,6.9556,130.3,2363.1,347.8,947.0,81.2611,81.319,-23.466,-75.48
MLP_Xiong,xiong_train_05pct_PINN_alpha_a0_W0_E300_seed_42_run_20260828_161012,Domain_Transfer_MMD,20,15.0,"[0.0, 30.1]",10.0,5.22,"[0.0, 11.5]",-0.307,0.5271,226.2359,6.3011,131.8,2262.4,315.1,903.1,77.688,77.8595,-24.046,-62.061
MLP_Xiong,xiong_train_05pct_PINN_alpha_a0_W0_E300_seed_42_run_20260828_161012,Physics_TTA,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,0.5444,239.0105,7.381,136.1,2390.1,369.0,965.1,82.3119,82.3705,-25.605,-85.017
MLP_Xiong,xiong_train_05pct_PINN_alpha_a1000_W0_E300_seed_42_run_20260829_091002,Real_Only_Scratch,20,50.0,"[30.0, 70.1]",40.0,37.33,"[21.1, 53.3]",0.379,0.2291,2.5495,1.0821,57.3,25.5,54.1,45.6,1.2869,1.5222,-4.72,-1.536
MLP_Xiong,xiong_train_05pct_PINN_alpha_a1000_W0_E300_seed_42_run_20260829_091002,Source_Only_ZeroShot,20,30.0,"[10.0, 50.0]",20.0,9.23,"[3.6, 16.7]",0.0,0.68,1107.3492,36.5199,170.0,11073.5,1826.0,4356.5,381.5164,381.5221,-39.862,-2083.906
MLP_Xiong,xiong_train_05pct_PINN_alpha_a1000_W0_E300_seed_42_run_20260829_091002,FewShot_PEFT,20,10.0,"[0.0, 25.0]",20.0,3.64,"[0.0, 8.3]",0.0,0.68,1103.9397,36.0111,170.0,11039.4,1800.6,4336.7,380.2103,380.2161,-39.862,-2026.254
MLP_Xiong,xiong_train_05pct_PINN_alpha_a1000_W0_E300_seed_42_run_20260829_091002,Domain_Transfer_MMD,20,10.0,"[0.0, 25.0]",20.0,3.64,"[0.0, 8.3]",0.0,0.68,1103.55,36.0162,170.0,11035.5,1800.8,4335.4,380.0821,380.0879,-39.862,-2026.822
MLP_Xiong,xiong_train_05pct_PINN_alpha_a1000_W0_E300_seed_42_run_20260829_091002,Physics_TTA,20,30.0,"[10.0, 50.0]",20.0,9.23,"[3.6, 16.7]",0.0,0.68,1107.0807,36.5576,170.0,11070.8,1827.9,4356.2,381.4394,381.4452,-39.862,-2088.211
MLP_Xiong,xiong_train_05pct_PINN_alpha_a100_W0_E300_seed_42_run_20260829_002122,Real_Only_Scratch,20,40.0,"[20.0, 65.0]",30.0,29.33,"[13.9, 45.0]",0.227,0.2034,3.1119,1.1743,50.8,31.1,58.7,46.9,1.4965,1.7615,-3.848,-1.812
MLP_Xiong,xiong_train_05pct_PINN_alpha_a100_W0_E300_seed_42_run_20260829_002122,Source_Only_ZeroShot,20,10.0,"[0.0, 25.0]",20.0,3.64,"[0.0, 8.3]",0.0,57.2574,3395.577,636.2192,14314.3,33955.8,31811.0,26693.7,1363.0177,1363.0178,-282621.51,-632460.86
MLP_Xiong,xiong_train_05pct_PINN_alpha_a100_W0_E300_seed_42_run_20260829_002122,FewShot_PEFT,20,10.0,"[0.0, 25.0]",20.0,3.64,"[0.0, 8.3]",0.0,57.0024,3392.1487,635.7046,14250.6,33921.5,31785.2,26652.4,1361.6187,1361.6189,-280109.341,-631438.178
MLP_Xiong,xiong_train_05pct_PINN_alpha_a100_W0_E300_seed_42_run_20260829_002122,Domain_Transfer_MMD,20,10.0,"[0.0, 25.0]",20.0,3.64,"[0.0, 8.3]",0.0,57.0024,3392.1487,635.7046,14250.6,33921.5,31785.2,26652.4,1361.6187,1361.6189,-280109.332,-631438.178
MLP_Xiong,xiong_train_05pct_PINN_alpha_a100_W0_E300_seed_42_run_20260829_002122,Physics_TTA,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,57.2761,3395.327,636.2566,14319.0,33953.3,31812.8,26695.0,1362.9531,1362.9532,-282806.594,-632535.37
MLP_Xiong,xiong_train_05pct_PINN_alpha_a10_W0_E300_seed_42_run_20260828_175537,Real_Only_Scratch,20,40.0,"[20.0, 65.0]",30.0,29.33,"[13.9, 45.0]",0.227,0.2422,2.5581,1.1092,60.6,25.6,55.5,47.2,1.3032,1.4594,-6.571,-1.849
MLP_Xiong,xiong_train_05pct_PINN_alpha_a10_W0_E300_seed_42_run_20260828_175537,Source_Only_ZeroShot,20,20.0,"[5.0, 40.0]",20.0,6.67,"[1.9, 14.3]",0.0,78.5346,2812.9326,684.9086,19633.7,28129.3,34245.4,27336.1,1192.1254,1192.1254,-531697.356,-732968.409
MLP_Xiong,xiong_train_05pct_PINN_alpha_a10_W0_E300_seed_42_run_20260828_175537,FewShot_PEFT,20,30.0,"[10.0, 50.0]",20.0,9.23,"[3.6, 16.7]",0.0,78.2792,2809.5142,684.3929,19569.8,28095.1,34219.6,27294.9,1190.7288,1190.7288,-528244.519,-731864.951
